RESULTS Received DataMsg 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Mon Oct 14 22:37:37 2019
elapsed time: 3.3e-08s
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22008 | Message ID: 8 | Time Received Here: 7.433627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22009 | Message ID: 9 | Time Received Here: 8.533627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22010 | Message ID: 10 | Time Received Here: 9.633627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22011 | Message ID: 11 | Time Received Here: 10.733627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22012 | Message ID: 12 | Time Received Here: 11.833627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22013 | Message ID: 13 | Time Received Here: 12.383627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22014 | Message ID: 14 | Time Received Here: 14.033627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22015 | Message ID: 15 | Time Received Here: 14.583627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22016 | Message ID: 16 | Time Received Here: 15.133627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22017 | Message ID: 17 | Time Received Here: 16.233627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22018 | Message ID: 18 | Time Received Here: 17.333627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22019 | Message ID: 19 | Time Received Here: 18.433627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22019 | Message ID: 19 | Time Received Here: 18.983627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22020 | Message ID: 20 | Time Received Here: 19.533627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22021 | Message ID: 21 | Time Received Here: 20.633627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22022 | Message ID: 22 | Time Received Here: 21.183627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22023 | Message ID: 23 | Time Received Here: 22.283627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22024 | Message ID: 24 | Time Received Here: 24.983627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22025 | Message ID: 25 | Time Received Here: 24.997467 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22026 | Message ID: 26 | Time Received Here: 25.533627 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:03 | Message ID: /app/node9/item-22073 | Message ID: 73 | Time Received Here: 83.461658 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:03 | Message ID: /app/node9/item-22074 | Message ID: 74 | Time Received Here: 83.475498 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22075 | Message ID: 75 | Time Received Here: 83.489338 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22076 | Message ID: 76 | Time Received Here: 83.503178 | End 
Source: Wf:00:00:00:00:10 | From: Wf:00:00:00:00:03 | Message ID: /app/node10/item-22071 | Message ID: 71 | Time Received Here: 83.517018 | End 
Source: Wf:00:00:00:00:10 | From: Wf:00:00:00:00:03 | Message ID: /app/node10/item-22073 | Message ID: 73 | Time Received Here: 83.544698 | End 
Source: Wf:00:00:00:00:10 | From: Wf:00:00:00:00:03 | Message ID: /app/node10/item-22075 | Message ID: 75 | Time Received Here: 83.572378 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22077 | Message ID: 77 | Time Received Here: 83.600058 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22079 | Message ID: 79 | Time Received Here: 83.627738 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22080 | Message ID: 80 | Time Received Here: 83.641578 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22081 | Message ID: 81 | Time Received Here: 83.655418 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22083 | Message ID: 83 | Time Received Here: 83.683098 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22084 | Message ID: 84 | Time Received Here: 83.696938 | End 
