RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Fri Nov 15 15:12:22 2019
elapsed time: 5.8e-08s
Source: Wf:00:00:00:00:07 | Message ID: 1 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 2 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 3 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 4 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 5 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 6 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 7 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 8 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 9 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 10 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 11 | Time SentFromSrc: 11.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 5 | Time SentFromSrc: 11.569643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 12 | Time SentFromSrc: 11.569643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 13 | Time SentFromSrc: 12.119643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 14 | Time SentFromSrc: 14.269643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 15 | Time SentFromSrc: 14.269643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 16 | Time SentFromSrc: 15.369643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 16 | Time SentFromSrc: 15.919643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 16 | Time SentFromSrc: 17.819857 |End 
Source: Wf:00:00:00:00:07 | Message ID: 17 | Time SentFromSrc: 17.819857 |End 
Source: Wf:00:00:00:00:07 | Message ID: 18 | Time SentFromSrc: 17.819857 |End 
Source: Wf:00:00:00:00:07 | Message ID: 19 | Time SentFromSrc: 18.369643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 19 | Time SentFromSrc: 18.919643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 20 | Time SentFromSrc: 21.069643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 21 | Time SentFromSrc: 21.069643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 22 | Time SentFromSrc: 21.619643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 23 | Time SentFromSrc: 22.170321 |End 
Source: Wf:00:00:00:00:07 | Message ID: 24 | Time SentFromSrc: 23.270817 |End 
Source: Wf:00:00:00:00:07 | Message ID: 25 | Time SentFromSrc: 24.370817 |End 
Source: Wf:00:00:00:00:07 | Message ID: 26 | Time SentFromSrc: 25.469643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 26 | Time SentFromSrc: 26.019643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 27 | Time SentFromSrc: 26.569643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 28 | Time SentFromSrc: 27.119643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 29 | Time SentFromSrc: 29.819643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 30 | Time SentFromSrc: 29.819643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 31 | Time SentFromSrc: 30.369643 |End 
Source: Wf:00:00:00:00:07 | Message ID: 32 | Time SentFromSrc: 31.469643 |End 
