RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Wed Oct  9 03:25:26 2019
elapsed time: 3.9e-08s
Source: /app/node1/item-22063 | Message ID: 63 | Time sentFromSrcR: 62.419643 | Time receivedFromSrcR: 62.433627 |End 
Source: /app/node1/item-22064 | Message ID: 64 | Time sentFromSrcR: 63.519643 | Time receivedFromSrcR: 63.533627 |End 
Source: /app/node1/item-22065 | Message ID: 65 | Time sentFromSrcR: 64.619643 | Time receivedFromSrcR: 64.633627 |End 
Source: /app/node1/item-22066 | Message ID: 66 | Time sentFromSrcR: 65.169643 | Time receivedFromSrcR: 65.183627 |End 
Source: /app/node1/item-22067 | Message ID: 67 | Time sentFromSrcR: 66.819643 | Time receivedFromSrcR: 66.833627 |End 
Source: /app/node1/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.369643 | Time receivedFromSrcR: 67.383627 |End 
Source: /app/node1/item-22069 | Message ID: 69 | Time sentFromSrcR: 68.469643 | Time receivedFromSrcR: 68.483627 |End 
Source: /app/node1/item-22070 | Message ID: 70 | Time sentFromSrcR: 69.569643 | Time receivedFromSrcR: 69.583627 |End 
Source: /app/node1/item-22071 | Message ID: 71 | Time sentFromSrcR: 70.119643 | Time receivedFromSrcR: 70.133627 |End 
Source: /app/node1/item-22072 | Message ID: 72 | Time sentFromSrcR: 71.219643 | Time receivedFromSrcR: 71.233627 |End 
Source: /app/node1/item-22073 | Message ID: 73 | Time sentFromSrcR: 72.319643 | Time receivedFromSrcR: 72.333627 |End 
Source: /app/node1/item-22074 | Message ID: 74 | Time sentFromSrcR: 73.419643 | Time receivedFromSrcR: 73.433627 |End 
Source: /app/node1/item-22075 | Message ID: 75 | Time sentFromSrcR: 74.519643 | Time receivedFromSrcR: 74.533627 |End 
Source: /app/node1/item-22076 | Message ID: 76 | Time sentFromSrcR: 76.119643 | Time receivedFromSrcR: 76.133627 |End 
Source: /app/node1/item-22077 | Message ID: 77 | Time sentFromSrcR: 76.119643 | Time receivedFromSrcR: 76.147467 |End 
Source: /app/node1/item-22078 | Message ID: 78 | Time sentFromSrcR: 78.569643 | Time receivedFromSrcR: 78.583627 |End 
Source: /app/node1/item-22079 | Message ID: 79 | Time sentFromSrcR: 78.569643 | Time receivedFromSrcR: 78.597467 |End 
Source: /app/node1/item-22080 | Message ID: 80 | Time sentFromSrcR: 79.119643 | Time receivedFromSrcR: 79.133627 |End 
Source: /app/node1/item-22081 | Message ID: 81 | Time sentFromSrcR: 80.219643 | Time receivedFromSrcR: 80.233627 |End 
Source: /app/node1/item-22082 | Message ID: 82 | Time sentFromSrcR: 81.319643 | Time receivedFromSrcR: 81.333627 |End 
Source: /app/node1/item-22083 | Message ID: 83 | Time sentFromSrcR: 82.419643 | Time receivedFromSrcR: 82.433627 |End 
Source: /app/node1/item-22084 | Message ID: 84 | Time sentFromSrcR: 83.519643 | Time receivedFromSrcR: 83.533627 |End 
Source: /app/node1/item-22084 | Message ID: 84 | Time sentFromSrcR: 84.069643 | Time receivedFromSrcR: 84.083627 |End 
Source: /app/node1/item-22085 | Message ID: 85 | Time sentFromSrcR: 84.619643 | Time receivedFromSrcR: 84.633627 |End 
Source: /app/node1/item-22086 | Message ID: 86 | Time sentFromSrcR: 86.769643 | Time receivedFromSrcR: 86.783627 |End 
Source: /app/node1/item-22087 | Message ID: 87 | Time sentFromSrcR: 86.769643 | Time receivedFromSrcR: 86.797467 |End 
Source: /app/node1/item-22087 | Message ID: 87 | Time sentFromSrcR: 87.319643 | Time receivedFromSrcR: 87.333627 |End 
Source: /app/node1/item-22088 | Message ID: 88 | Time sentFromSrcR: 87.319643 | Time receivedFromSrcR: 87.347467 |End 
Source: /app/node1/item-22089 | Message ID: 89 | Time sentFromSrcR: 90.019643 | Time receivedFromSrcR: 90.033627 |End 
Source: /app/node1/item-22090 | Message ID: 90 | Time sentFromSrcR: 90.569643 | Time receivedFromSrcR: 90.583627 |End 
Source: /app/node1/item-22091 | Message ID: 91 | Time sentFromSrcR: 90.569643 | Time receivedFromSrcR: 90.597467 |End 
Source: /app/node1/item-22092 | Message ID: 92 | Time sentFromSrcR: 91.119643 | Time receivedFromSrcR: 91.133627 |End 
Source: /app/node1/item-22093 | Message ID: 93 | Time sentFromSrcR: 92.219643 | Time receivedFromSrcR: 92.233627 |End 
Source: /app/node1/item-22093 | Message ID: 93 | Time sentFromSrcR: 92.769643 | Time receivedFromSrcR: 92.783627 |End 
Source: /app/node1/item-22094 | Message ID: 94 | Time sentFromSrcR: 93.319643 | Time receivedFromSrcR: 93.333627 |End 
Source: /app/node1/item-22095 | Message ID: 95 | Time sentFromSrcR: 94.419643 | Time receivedFromSrcR: 94.433627 |End 
Source: /app/node1/item-22096 | Message ID: 96 | Time sentFromSrcR: 96.069643 | Time receivedFromSrcR: 96.083627 |End 
Source: /app/node1/item-22097 | Message ID: 97 | Time sentFromSrcR: 96.619643 | Time receivedFromSrcR: 96.633627 |End 
Source: /app/node1/item-22098 | Message ID: 98 | Time sentFromSrcR: 97.169643 | Time receivedFromSrcR: 97.183627 |End 
Source: /app/node1/item-22099 | Message ID: 99 | Time sentFromSrcR: 98.269643 | Time receivedFromSrcR: 98.283627 |End 
