RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Wed Nov  6 03:27:07 2019
elapsed time: 4.3e-08s
Source: /app/node7/item-22001 | Message ID: 1 | Time generated: 0.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22002 | Message ID: 2 | Time generated: 1.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22003 | Message ID: 3 | Time generated: 2.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22004 | Message ID: 4 | Time generated: 3.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22005 | Message ID: 5 | Time generated: 4.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22006 | Message ID: 6 | Time generated: 5.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22007 | Message ID: 7 | Time generated: 6.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22008 | Message ID: 8 | Time generated: 7.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22009 | Message ID: 9 | Time generated: 8.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22010 | Message ID: 10 | Time generated: 9.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22011 | Message ID: 11 | Time generated: 10.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22012 | Message ID: 12 | Time generated: 11.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22013 | Message ID: 13 | Time generated: 12.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22014 | Message ID: 14 | Time generated: 13.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22015 | Message ID: 15 | Time generated: 14.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22016 | Message ID: 16 | Time generated: 15.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22017 | Message ID: 17 | Time generated: 16.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22018 | Message ID: 18 | Time generated: 17.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22019 | Message ID: 19 | Time generated: 18.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22020 | Message ID: 20 | Time generated: 19.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22021 | Message ID: 21 | Time generated: 20.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22022 | Message ID: 22 | Time generated: 21.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22023 | Message ID: 23 | Time generated: 22.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22024 | Message ID: 24 | Time generated: 23.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22025 | Message ID: 25 | Time generated: 24.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22026 | Message ID: 26 | Time generated: 25.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22027 | Message ID: 27 | Time generated: 26.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22028 | Message ID: 28 | Time generated: 27.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22029 | Message ID: 29 | Time generated: 28.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22030 | Message ID: 30 | Time generated: 29.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node6/item-22028 | Message ID: 28 | Time generated: 27.100000 | Time sentFromSrcR: 29.319643 | Time receivedFromSrcR: 29.333627 |End 
Source: /app/node6/item-22029 | Message ID: 29 | Time generated: 28.100000 | Time sentFromSrcR: 29.319643 | Time receivedFromSrcR: 29.347467 |End 
Source: /app/node6/item-22030 | Message ID: 30 | Time generated: 29.100000 | Time sentFromSrcR: 29.319643 | Time receivedFromSrcR: 29.361307 |End 
Source: /app/node7/item-22031 | Message ID: 31 | Time generated: 30.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node6/item-22031 | Message ID: 31 | Time generated: 30.100000 | Time sentFromSrcR: 30.419643 | Time receivedFromSrcR: 30.433627 |End 
Source: /app/node7/item-22032 | Message ID: 32 | Time generated: 31.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22033 | Message ID: 33 | Time generated: 32.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node6/item-22032 | Message ID: 32 | Time generated: 31.100000 | Time sentFromSrcR: 32.569643 | Time receivedFromSrcR: 32.583627 |End 
Source: /app/node7/item-22034 | Message ID: 34 | Time generated: 33.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node6/item-22033 | Message ID: 33 | Time generated: 32.100000 | Time sentFromSrcR: 33.119643 | Time receivedFromSrcR: 33.133627 |End 
Source: /app/node6/item-22034 | Message ID: 34 | Time generated: 33.100000 | Time sentFromSrcR: 33.119643 | Time receivedFromSrcR: 33.147467 |End 
Source: /app/node7/item-22035 | Message ID: 35 | Time generated: 34.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node6/item-22035 | Message ID: 35 | Time generated: 34.100000 | Time sentFromSrcR: 34.243531 | Time receivedFromSrcR: 34.257515 |End 
Source: /app/node7/item-22036 | Message ID: 36 | Time generated: 35.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node6/item-22036 | Message ID: 36 | Time generated: 35.100000 | Time sentFromSrcR: 35.334443 | Time receivedFromSrcR: 35.348427 |End 
Source: /app/node7/item-22037 | Message ID: 37 | Time generated: 36.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node6/item-22037 | Message ID: 37 | Time generated: 36.100000 | Time sentFromSrcR: 36.919643 | Time receivedFromSrcR: 36.933627 |End 
Source: /app/node7/item-22038 | Message ID: 38 | Time generated: 37.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node6/item-22038 | Message ID: 38 | Time generated: 37.100000 | Time sentFromSrcR: 37.469643 | Time receivedFromSrcR: 37.483627 |End 
Source: /app/node7/item-22039 | Message ID: 39 | Time generated: 38.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node6/item-22039 | Message ID: 39 | Time generated: 38.100000 | Time sentFromSrcR: 38.569643 | Time receivedFromSrcR: 38.583627 |End 
Source: /app/node7/item-22040 | Message ID: 40 | Time generated: 39.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node7/item-22041 | Message ID: 41 | Time generated: 40.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
