RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Tue Nov  5 15:10:43 2019
elapsed time: 5e-08s
Source: Wf:00:00:00:00:02 | Message ID: 1 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 2 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 3 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 4 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 5 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 6 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 7 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 8 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 9 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 10 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 11 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 12 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 13 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 14 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 15 | Time SentFromSrc: 14.384642 |End 
Source: Wf:00:00:00:00:02 | Message ID: 5 | Time SentFromSrc: 15.969842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 6 | Time SentFromSrc: 15.969842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 8 | Time SentFromSrc: 15.969842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 9 | Time SentFromSrc: 15.969842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 10 | Time SentFromSrc: 15.969842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 11 | Time SentFromSrc: 15.969842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 14 | Time SentFromSrc: 15.969842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 16 | Time SentFromSrc: 15.969842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 5 | Time SentFromSrc: 17.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 8 | Time SentFromSrc: 17.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 9 | Time SentFromSrc: 17.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 10 | Time SentFromSrc: 17.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 17 | Time SentFromSrc: 17.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 8 | Time SentFromSrc: 19.769842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 9 | Time SentFromSrc: 19.769842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 18 | Time SentFromSrc: 19.769842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 19 | Time SentFromSrc: 19.769842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 20 | Time SentFromSrc: 19.769842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 19 | Time SentFromSrc: 21.369842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 20 | Time SentFromSrc: 21.369842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 21 | Time SentFromSrc: 21.369842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 22 | Time SentFromSrc: 21.369842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 19 | Time SentFromSrc: 28.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 21 | Time SentFromSrc: 28.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 22 | Time SentFromSrc: 28.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 23 | Time SentFromSrc: 28.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 24 | Time SentFromSrc: 28.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 25 | Time SentFromSrc: 28.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 26 | Time SentFromSrc: 28.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 27 | Time SentFromSrc: 28.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 28 | Time SentFromSrc: 28.069842 |End 
Source: Wf:00:00:00:00:02 | Message ID: 22 | Time SentFromSrc: 31.324482 |End 
Source: Wf:00:00:00:00:02 | Message ID: 24 | Time SentFromSrc: 31.324482 |End 
Source: Wf:00:00:00:00:02 | Message ID: 25 | Time SentFromSrc: 31.324482 |End 
Source: Wf:00:00:00:00:02 | Message ID: 26 | Time SentFromSrc: 31.324482 |End 
Source: Wf:00:00:00:00:02 | Message ID: 29 | Time SentFromSrc: 31.324482 |End 
Source: Wf:00:00:00:00:02 | Message ID: 30 | Time SentFromSrc: 31.324482 |End 
Source: Wf:00:00:00:00:02 | Message ID: 31 | Time SentFromSrc: 31.324482 |End 
Source: Wf:00:00:00:00:02 | Message ID: 32 | Time SentFromSrc: 31.324482 |End 
Source: Wf:00:00:00:00:02 | Message ID: 24 | Time SentFromSrc: 33.428970 |End 
Source: Wf:00:00:00:00:02 | Message ID: 25 | Time SentFromSrc: 33.428970 |End 
Source: Wf:00:00:00:00:02 | Message ID: 29 | Time SentFromSrc: 33.428970 |End 
Source: Wf:00:00:00:00:02 | Message ID: 30 | Time SentFromSrc: 33.428970 |End 
Source: Wf:00:00:00:00:02 | Message ID: 33 | Time SentFromSrc: 33.428970 |End 
