RESULTS Received DataMsg 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Wed Nov  6 03:27:07 2019
elapsed time: 2.4e-08s
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:01 | Message ID: /app/node1/item-22099 | Message ID: 99 | Time Received Here: 99.258384 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:01 | Message ID: /app/node0/item-22099 | Message ID: 99 | Time Received Here: 99.272224 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:01 | Message ID: /app/node1/item-22100 | Message ID: 100 | Time Received Here: 99.286064 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:01 | Message ID: /app/node2/item-22099 | Message ID: 99 | Time Received Here: 99.299904 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:01 | Message ID: /app/node1/item-22098 | Message ID: 98 | Time Received Here: 99.313744 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:01 | Message ID: /app/node2/item-22098 | Message ID: 98 | Time Received Here: 99.327584 | End 
Source: Wf:00:00:00:00:05 | From: Wf:00:00:00:00:09 | Message ID: /app/node5/item-22091 | Message ID: 91 | Time Received Here: 99.433969 | End 
Source: Wf:00:00:00:00:08 | From: Wf:00:00:00:00:09 | Message ID: /app/node8/item-22093 | Message ID: 93 | Time Received Here: 99.447809 | End 
Source: Wf:00:00:00:00:05 | From: Wf:00:00:00:00:09 | Message ID: /app/node5/item-22096 | Message ID: 96 | Time Received Here: 99.461649 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22097 | Message ID: 97 | Time Received Here: 99.475489 | End 
Source: Wf:00:00:00:00:09 | From: Wf:00:00:00:00:09 | Message ID: /app/node9/item-22098 | Message ID: 98 | Time Received Here: 99.503169 | End 
Source: Wf:00:00:00:00:06 | From: Wf:00:00:00:00:09 | Message ID: /app/node6/item-22098 | Message ID: 98 | Time Received Here: 99.517009 | End 
Source: Wf:00:00:00:00:05 | From: Wf:00:00:00:00:09 | Message ID: /app/node5/item-22098 | Message ID: 98 | Time Received Here: 99.530849 | End 
Source: Wf:00:00:00:00:08 | From: Wf:00:00:00:00:09 | Message ID: /app/node8/item-22097 | Message ID: 97 | Time Received Here: 99.558529 | End 
