RESULTS Received DataMsg 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Tue Oct 22 22:24:14 2019
elapsed time: 4.3e-08s
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22012 | Message ID: 12 | Time Received Here: 11.622263 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22013 | Message ID: 13 | Time Received Here: 12.172218 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22013 | Message ID: 13 | Time Received Here: 12.172263 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22013 | Message ID: 13 | Time Received Here: 12.172281 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22014 | Message ID: 14 | Time Received Here: 13.272218 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22014 | Message ID: 14 | Time Received Here: 13.272263 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22014 | Message ID: 14 | Time Received Here: 13.272281 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22015 | Message ID: 15 | Time Received Here: 14.372218 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22015 | Message ID: 15 | Time Received Here: 14.372263 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22015 | Message ID: 15 | Time Received Here: 14.372281 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22016 | Message ID: 16 | Time Received Here: 15.472218 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22016 | Message ID: 16 | Time Received Here: 15.472263 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22016 | Message ID: 16 | Time Received Here: 15.472281 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22017 | Message ID: 17 | Time Received Here: 16.572218 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:03 | Message ID: /app/node3/item-22017 | Message ID: 17 | Time Received Here: 16.572281 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22028 | Message ID: 28 | Time Received Here: 27.572218 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:00 | Message ID: /app/node1/item-22028 | Message ID: 28 | Time Received Here: 28.122218 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22028 | Message ID: 28 | Time Received Here: 28.136058 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22028 | Message ID: 28 | Time Received Here: 28.149898 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22029 | Message ID: 29 | Time Received Here: 28.672218 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22028 | Message ID: 28 | Time Received Here: 28.686058 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22029 | Message ID: 29 | Time Received Here: 28.699898 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22029 | Message ID: 29 | Time Received Here: 28.713738 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:00 | Message ID: /app/node1/item-22029 | Message ID: 29 | Time Received Here: 29.222218 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:00 | Message ID: /app/node1/item-22028 | Message ID: 28 | Time Received Here: 29.236058 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22028 | Message ID: 28 | Time Received Here: 29.249898 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22028 | Message ID: 28 | Time Received Here: 29.263738 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22030 | Message ID: 30 | Time Received Here: 29.277578 | End 
