RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Mon Oct 28 03:08:44 2019
elapsed time: 7.5e-08s
Source: Wf:00:00:00:00:02 | Message ID: 86 | Time SentFromSrc: 85.769847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 86 | Time SentFromSrc: 86.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 87 | Time SentFromSrc: 86.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 86 | Time SentFromSrc: 87.919847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 88 | Time SentFromSrc: 87.919847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 88 | Time SentFromSrc: 89.519847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 89 | Time SentFromSrc: 89.519847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 90 | Time SentFromSrc: 89.519847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 88 | Time SentFromSrc: 92.719847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 91 | Time SentFromSrc: 92.719847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 92 | Time SentFromSrc: 92.719847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 93 | Time SentFromSrc: 92.719847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 88 | Time SentFromSrc: 96.769847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 91 | Time SentFromSrc: 96.769847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 93 | Time SentFromSrc: 96.769847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 94 | Time SentFromSrc: 96.769847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 95 | Time SentFromSrc: 96.769847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 96 | Time SentFromSrc: 96.769847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 97 | Time SentFromSrc: 96.769847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 91 | Time SentFromSrc: 97.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 95 | Time SentFromSrc: 97.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 96 | Time SentFromSrc: 97.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 97 | Time SentFromSrc: 97.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 98 | Time SentFromSrc: 97.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 91 | Time SentFromSrc: 100.019847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 96 | Time SentFromSrc: 100.019847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 97 | Time SentFromSrc: 100.019847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 98 | Time SentFromSrc: 100.019847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 99 | Time SentFromSrc: 100.019847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 100 | Time SentFromSrc: 100.019847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 91 | Time SentFromSrc: 102.169847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 96 | Time SentFromSrc: 102.169847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 97 | Time SentFromSrc: 102.169847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 98 | Time SentFromSrc: 102.169847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 99 | Time SentFromSrc: 102.169847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 91 | Time SentFromSrc: 104.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 97 | Time SentFromSrc: 104.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 98 | Time SentFromSrc: 104.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 99 | Time SentFromSrc: 104.319847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 91 | Time SentFromSrc: 107.019847 |End 
Source: Wf:00:00:00:00:02 | Message ID: 91 | Time SentFromSrc: 110.519847 |End 
