RESULTS Sent DataMsg 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Mon Oct 28 03:08:44 2019
elapsed time: 6.4e-08s
Source: Wf:00:00:00:00:02 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22086 | Message ID: 86 | Time SentFromNIC: 85.783687 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22084 | Message ID: 84 | Time SentFromNIC: 85.797527 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22085 | Message ID: 85 | Time SentFromNIC: 85.811367 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22086 | Message ID: 86 | Time SentFromNIC: 85.825207 | End 
Source: Wf:00:00:00:00:02 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22086 | Message ID: 86 | Time SentFromNIC: 86.333687 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22086 | Message ID: 86 | Time SentFromNIC: 86.347527 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22077 | Message ID: 77 | Time SentFromNIC: 86.361367 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22085 | Message ID: 85 | Time SentFromNIC: 86.375207 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22086 | Message ID: 86 | Time SentFromNIC: 86.389047 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22084 | Message ID: 84 | Time SentFromNIC: 86.402887 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22085 | Message ID: 85 | Time SentFromNIC: 86.416727 | End 
Source: Wf:00:00:00:00:02 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22087 | Message ID: 87 | Time SentFromNIC: 86.430567 | End 
Source: Wf:00:00:00:00:02 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22086 | Message ID: 86 | Time SentFromNIC: 87.933687 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22086 | Message ID: 86 | Time SentFromNIC: 87.947527 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22077 | Message ID: 77 | Time SentFromNIC: 87.961367 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22085 | Message ID: 85 | Time SentFromNIC: 87.975207 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22086 | Message ID: 86 | Time SentFromNIC: 87.989047 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22084 | Message ID: 84 | Time SentFromNIC: 88.002887 | End 
Source: Wf:00:00:00:00:02 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22088 | Message ID: 88 | Time SentFromNIC: 88.016727 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22085 | Message ID: 85 | Time SentFromNIC: 88.030567 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22086 | Message ID: 86 | Time SentFromNIC: 89.533687 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node0/item-22085 | Message ID: 85 | Time SentFromNIC: 89.547527 | End 
Source: Wf:00:00:00:00:02 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22088 | Message ID: 88 | Time SentFromNIC: 89.561367 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22085 | Message ID: 85 | Time SentFromNIC: 89.575207 | End 
Source: Wf:00:00:00:00:02 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22089 | Message ID: 89 | Time SentFromNIC: 89.589047 | End 
Source: Wf:00:00:00:00:03 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node3/item-22084 | Message ID: 84 | Time SentFromNIC: 89.602887 | End 
Source: Wf:00:00:00:00:04 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node4/item-22086 | Message ID: 86 | Time SentFromNIC: 89.616727 | End 
Source: Wf:00:00:00:00:02 | NextDest: Wf:00:00:00:00:00 | Message ID: /app/node2/item-22090 | Message ID: 90 | Time SentFromNIC: 89.630567 | End 
