RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Mon Oct 28 00:09:01 2019
elapsed time: 5.8e-08s
Source: /app/node0/item-22053 | Message ID: 53 | Time sentFromSrcR: 52.299060 | Time receivedFromSrcR: 52.322218 |End 
Source: /app/node2/item-22053 | Message ID: 53 | Time sentFromSrcR: 52.308346 | Time receivedFromSrcR: 52.322263 |End 
Source: /app/node3/item-22053 | Message ID: 53 | Time sentFromSrcR: 52.303700 | Time receivedFromSrcR: 52.322281 |End 
Source: /app/node0/item-22054 | Message ID: 54 | Time sentFromSrcR: 53.399060 | Time receivedFromSrcR: 53.422218 |End 
Source: /app/node2/item-22054 | Message ID: 54 | Time sentFromSrcR: 53.408346 | Time receivedFromSrcR: 53.422263 |End 
Source: /app/node3/item-22054 | Message ID: 54 | Time sentFromSrcR: 53.403700 | Time receivedFromSrcR: 53.422281 |End 
Source: /app/node0/item-22055 | Message ID: 55 | Time sentFromSrcR: 54.499060 | Time receivedFromSrcR: 54.522218 |End 
Source: /app/node2/item-22055 | Message ID: 55 | Time sentFromSrcR: 54.508346 | Time receivedFromSrcR: 54.522263 |End 
Source: /app/node3/item-22055 | Message ID: 55 | Time sentFromSrcR: 54.503700 | Time receivedFromSrcR: 54.522281 |End 
Source: /app/node0/item-22056 | Message ID: 56 | Time sentFromSrcR: 55.599060 | Time receivedFromSrcR: 55.622218 |End 
Source: /app/node2/item-22056 | Message ID: 56 | Time sentFromSrcR: 55.608346 | Time receivedFromSrcR: 55.622263 |End 
Source: /app/node3/item-22056 | Message ID: 56 | Time sentFromSrcR: 55.603700 | Time receivedFromSrcR: 55.622281 |End 
Source: /app/node0/item-22057 | Message ID: 57 | Time sentFromSrcR: 56.149060 | Time receivedFromSrcR: 56.172218 |End 
Source: /app/node2/item-22057 | Message ID: 57 | Time sentFromSrcR: 56.158346 | Time receivedFromSrcR: 56.172263 |End 
Source: /app/node3/item-22057 | Message ID: 57 | Time sentFromSrcR: 56.153700 | Time receivedFromSrcR: 56.172281 |End 
Source: /app/node0/item-22058 | Message ID: 58 | Time sentFromSrcR: 57.249060 | Time receivedFromSrcR: 57.272218 |End 
Source: /app/node2/item-22058 | Message ID: 58 | Time sentFromSrcR: 57.258346 | Time receivedFromSrcR: 57.272263 |End 
Source: /app/node3/item-22058 | Message ID: 58 | Time sentFromSrcR: 57.253700 | Time receivedFromSrcR: 57.272281 |End 
Source: /app/node0/item-22059 | Message ID: 59 | Time sentFromSrcR: 58.349060 | Time receivedFromSrcR: 58.372218 |End 
Source: /app/node2/item-22059 | Message ID: 59 | Time sentFromSrcR: 58.358346 | Time receivedFromSrcR: 58.372263 |End 
Source: /app/node3/item-22059 | Message ID: 59 | Time sentFromSrcR: 58.353700 | Time receivedFromSrcR: 58.372281 |End 
Source: /app/node0/item-22060 | Message ID: 60 | Time sentFromSrcR: 59.449060 | Time receivedFromSrcR: 59.472218 |End 
Source: /app/node2/item-22060 | Message ID: 60 | Time sentFromSrcR: 59.458346 | Time receivedFromSrcR: 59.472263 |End 
Source: /app/node3/item-22060 | Message ID: 60 | Time sentFromSrcR: 59.453700 | Time receivedFromSrcR: 59.472281 |End 
Source: /app/node0/item-22061 | Message ID: 61 | Time sentFromSrcR: 60.549060 | Time receivedFromSrcR: 60.572218 |End 
Source: /app/node2/item-22061 | Message ID: 61 | Time sentFromSrcR: 60.558346 | Time receivedFromSrcR: 60.572263 |End 
Source: /app/node3/item-22061 | Message ID: 61 | Time sentFromSrcR: 60.553700 | Time receivedFromSrcR: 60.572281 |End 
Source: /app/node2/item-22062 | Message ID: 62 | Time sentFromSrcR: 61.108346 | Time receivedFromSrcR: 61.122263 |End 
Source: /app/node3/item-22062 | Message ID: 62 | Time sentFromSrcR: 61.103700 | Time receivedFromSrcR: 61.122281 |End 
Source: /app/node0/item-22062 | Message ID: 62 | Time sentFromSrcR: 61.649060 | Time receivedFromSrcR: 61.672218 |End 
Source: /app/node0/item-22063 | Message ID: 63 | Time sentFromSrcR: 62.199060 | Time receivedFromSrcR: 62.222218 |End 
Source: /app/node2/item-22063 | Message ID: 63 | Time sentFromSrcR: 62.208346 | Time receivedFromSrcR: 62.222263 |End 
Source: /app/node3/item-22063 | Message ID: 63 | Time sentFromSrcR: 62.203700 | Time receivedFromSrcR: 62.222281 |End 
Source: /app/node0/item-22064 | Message ID: 64 | Time sentFromSrcR: 63.299060 | Time receivedFromSrcR: 63.322218 |End 
Source: /app/node2/item-22064 | Message ID: 64 | Time sentFromSrcR: 63.308346 | Time receivedFromSrcR: 63.322263 |End 
Source: /app/node3/item-22064 | Message ID: 64 | Time sentFromSrcR: 63.303700 | Time receivedFromSrcR: 63.322281 |End 
Source: /app/node0/item-22065 | Message ID: 65 | Time sentFromSrcR: 64.399060 | Time receivedFromSrcR: 64.422218 |End 
Source: /app/node2/item-22065 | Message ID: 65 | Time sentFromSrcR: 64.408346 | Time receivedFromSrcR: 64.422263 |End 
Source: /app/node3/item-22065 | Message ID: 65 | Time sentFromSrcR: 64.403700 | Time receivedFromSrcR: 64.422281 |End 
Source: /app/node0/item-22066 | Message ID: 66 | Time sentFromSrcR: 65.499060 | Time receivedFromSrcR: 65.522218 |End 
Source: /app/node2/item-22066 | Message ID: 66 | Time sentFromSrcR: 65.508346 | Time receivedFromSrcR: 65.522263 |End 
Source: /app/node3/item-22066 | Message ID: 66 | Time sentFromSrcR: 65.503700 | Time receivedFromSrcR: 65.522281 |End 
Source: /app/node0/item-22067 | Message ID: 67 | Time sentFromSrcR: 66.599060 | Time receivedFromSrcR: 66.622218 |End 
Source: /app/node2/item-22067 | Message ID: 67 | Time sentFromSrcR: 66.608346 | Time receivedFromSrcR: 66.622263 |End 
Source: /app/node3/item-22067 | Message ID: 67 | Time sentFromSrcR: 66.603700 | Time receivedFromSrcR: 66.622281 |End 
Source: /app/node0/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.149060 | Time receivedFromSrcR: 67.172218 |End 
Source: /app/node2/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.158346 | Time receivedFromSrcR: 67.172263 |End 
Source: /app/node3/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.153700 | Time receivedFromSrcR: 67.172281 |End 
Source: /app/node0/item-22069 | Message ID: 69 | Time sentFromSrcR: 68.249060 | Time receivedFromSrcR: 68.272218 |End 
Source: /app/node2/item-22069 | Message ID: 69 | Time sentFromSrcR: 68.258346 | Time receivedFromSrcR: 68.272263 |End 
Source: /app/node3/item-22069 | Message ID: 69 | Time sentFromSrcR: 68.253700 | Time receivedFromSrcR: 68.272281 |End 
Source: /app/node0/item-22070 | Message ID: 70 | Time sentFromSrcR: 69.349060 | Time receivedFromSrcR: 69.372218 |End 
Source: /app/node2/item-22070 | Message ID: 70 | Time sentFromSrcR: 69.358346 | Time receivedFromSrcR: 69.372263 |End 
Source: /app/node3/item-22070 | Message ID: 70 | Time sentFromSrcR: 69.353700 | Time receivedFromSrcR: 69.372281 |End 
Source: /app/node0/item-22071 | Message ID: 71 | Time sentFromSrcR: 70.449060 | Time receivedFromSrcR: 70.472218 |End 
Source: /app/node2/item-22071 | Message ID: 71 | Time sentFromSrcR: 70.458346 | Time receivedFromSrcR: 70.472263 |End 
Source: /app/node3/item-22071 | Message ID: 71 | Time sentFromSrcR: 70.453700 | Time receivedFromSrcR: 70.472281 |End 
Source: /app/node0/item-22072 | Message ID: 72 | Time sentFromSrcR: 71.549060 | Time receivedFromSrcR: 71.572218 |End 
Source: /app/node2/item-22072 | Message ID: 72 | Time sentFromSrcR: 71.558346 | Time receivedFromSrcR: 71.572263 |End 
Source: /app/node3/item-22072 | Message ID: 72 | Time sentFromSrcR: 71.553700 | Time receivedFromSrcR: 71.572281 |End 
Source: /app/node2/item-22073 | Message ID: 73 | Time sentFromSrcR: 72.108346 | Time receivedFromSrcR: 72.122263 |End 
Source: /app/node3/item-22073 | Message ID: 73 | Time sentFromSrcR: 72.103700 | Time receivedFromSrcR: 72.122281 |End 
Source: /app/node0/item-22073 | Message ID: 73 | Time sentFromSrcR: 72.649060 | Time receivedFromSrcR: 72.672218 |End 
Source: /app/node0/item-22074 | Message ID: 74 | Time sentFromSrcR: 73.199060 | Time receivedFromSrcR: 73.222218 |End 
Source: /app/node2/item-22074 | Message ID: 74 | Time sentFromSrcR: 73.208346 | Time receivedFromSrcR: 73.222263 |End 
Source: /app/node3/item-22074 | Message ID: 74 | Time sentFromSrcR: 73.203700 | Time receivedFromSrcR: 73.222281 |End 
Source: /app/node0/item-22075 | Message ID: 75 | Time sentFromSrcR: 74.299060 | Time receivedFromSrcR: 74.322218 |End 
Source: /app/node2/item-22075 | Message ID: 75 | Time sentFromSrcR: 74.308346 | Time receivedFromSrcR: 74.322263 |End 
Source: /app/node3/item-22075 | Message ID: 75 | Time sentFromSrcR: 74.303700 | Time receivedFromSrcR: 74.322281 |End 
Source: /app/node0/item-22076 | Message ID: 76 | Time sentFromSrcR: 75.399060 | Time receivedFromSrcR: 75.422218 |End 
Source: /app/node2/item-22076 | Message ID: 76 | Time sentFromSrcR: 75.408346 | Time receivedFromSrcR: 75.422263 |End 
