RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Sun Oct 27 23:34:46 2019
elapsed time: 4.6e-08s
Source: /app/node1/item-22005 | Message ID: 5 | Time sentFromSrcR: 6.653728 | Time receivedFromSrcR: 6.667713 |End 
Source: /app/node2/item-22001 | Message ID: 1 | Time sentFromSrcR: 6.649066 | Time receivedFromSrcR: 6.691677 |End 
Source: /app/node2/item-22002 | Message ID: 2 | Time sentFromSrcR: 6.649066 | Time receivedFromSrcR: 6.705517 |End 
Source: /app/node2/item-22003 | Message ID: 3 | Time sentFromSrcR: 6.649066 | Time receivedFromSrcR: 6.719357 |End 
Source: /app/node2/item-22004 | Message ID: 4 | Time sentFromSrcR: 6.649066 | Time receivedFromSrcR: 6.733197 |End 
Source: /app/node2/item-22005 | Message ID: 5 | Time sentFromSrcR: 6.649066 | Time receivedFromSrcR: 6.747037 |End 
Source: /app/node2/item-22006 | Message ID: 6 | Time sentFromSrcR: 6.649066 | Time receivedFromSrcR: 6.760877 |End 
Source: /app/node2/item-22007 | Message ID: 7 | Time sentFromSrcR: 6.649066 | Time receivedFromSrcR: 6.774717 |End 
Source: /app/node3/item-22002 | Message ID: 2 | Time sentFromSrcR: 6.769643 | Time receivedFromSrcR: 6.783627 |End 
Source: /app/node3/item-22004 | Message ID: 4 | Time sentFromSrcR: 6.769643 | Time receivedFromSrcR: 6.797467 |End 
Source: /app/node1/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.203728 | Time receivedFromSrcR: 7.217713 |End 
Source: /app/node2/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.199066 | Time receivedFromSrcR: 7.241677 |End 
Source: /app/node3/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.319643 | Time receivedFromSrcR: 7.333627 |End 
Source: /app/node4/item-22002 | Message ID: 2 | Time sentFromSrcR: 7.819842 | Time receivedFromSrcR: 7.847809 |End 
Source: /app/node4/item-22004 | Message ID: 4 | Time sentFromSrcR: 7.819842 | Time receivedFromSrcR: 7.875489 |End 
Source: /app/node4/item-22005 | Message ID: 5 | Time sentFromSrcR: 7.819842 | Time receivedFromSrcR: 7.889329 |End 
Source: /app/node4/item-22007 | Message ID: 7 | Time sentFromSrcR: 7.819842 | Time receivedFromSrcR: 7.917009 |End 
Source: /app/node4/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.819842 | Time receivedFromSrcR: 7.930849 |End 
Source: /app/node1/item-22009 | Message ID: 9 | Time sentFromSrcR: 8.288928 | Time receivedFromSrcR: 8.302913 |End 
Source: /app/node2/item-22009 | Message ID: 9 | Time sentFromSrcR: 8.284266 | Time receivedFromSrcR: 8.341677 |End 
Source: /app/node4/item-22002 | Message ID: 2 | Time sentFromSrcR: 8.369842 | Time receivedFromSrcR: 8.397809 |End 
Source: /app/node4/item-22005 | Message ID: 5 | Time sentFromSrcR: 8.369842 | Time receivedFromSrcR: 8.425489 |End 
Source: /app/node4/item-22006 | Message ID: 6 | Time sentFromSrcR: 8.369842 | Time receivedFromSrcR: 8.439329 |End 
Source: /app/node4/item-22009 | Message ID: 9 | Time sentFromSrcR: 8.369842 | Time receivedFromSrcR: 8.453169 |End 
Source: /app/node4/item-22001 | Message ID: 1 | Time sentFromSrcR: 8.919842 | Time receivedFromSrcR: 8.933969 |End 
Source: /app/node4/item-22003 | Message ID: 3 | Time sentFromSrcR: 8.919842 | Time receivedFromSrcR: 8.947809 |End 
