RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Sun Oct 27 23:34:46 2019
elapsed time: 4.7e-08s
Source: /app/node0/item-22013 | Message ID: 13 | Time sentFromSrcR: 12.134288 | Time receivedFromSrcR: 12.152864 |End 
Source: /app/node2/item-22013 | Message ID: 13 | Time sentFromSrcR: 12.138906 | Time receivedFromSrcR: 12.191677 |End 
Source: /app/node0/item-22014 | Message ID: 14 | Time sentFromSrcR: 13.234288 | Time receivedFromSrcR: 13.257504 |End 
Source: /app/node2/item-22014 | Message ID: 14 | Time sentFromSrcR: 13.238906 | Time receivedFromSrcR: 13.291677 |End 
Source: /app/node4/item-22010 | Message ID: 10 | Time sentFromSrcR: 14.019643 | Time receivedFromSrcR: 14.033627 |End 
Source: /app/node4/item-22011 | Message ID: 11 | Time sentFromSrcR: 14.019643 | Time receivedFromSrcR: 14.047467 |End 
Source: /app/node4/item-22012 | Message ID: 12 | Time sentFromSrcR: 14.019643 | Time receivedFromSrcR: 14.061307 |End 
Source: /app/node4/item-22013 | Message ID: 13 | Time sentFromSrcR: 14.019643 | Time receivedFromSrcR: 14.075147 |End 
Source: /app/node4/item-22014 | Message ID: 14 | Time sentFromSrcR: 14.019643 | Time receivedFromSrcR: 14.088987 |End 
Source: /app/node0/item-22015 | Message ID: 15 | Time sentFromSrcR: 14.334288 | Time receivedFromSrcR: 14.352864 |End 
Source: /app/node2/item-22015 | Message ID: 15 | Time sentFromSrcR: 14.338906 | Time receivedFromSrcR: 14.391677 |End 
Source: /app/node4/item-22015 | Message ID: 15 | Time sentFromSrcR: 14.569643 | Time receivedFromSrcR: 14.583627 |End 
Source: /app/node4/item-22016 | Message ID: 16 | Time sentFromSrcR: 15.119643 | Time receivedFromSrcR: 15.133627 |End 
Source: /app/node2/item-22016 | Message ID: 16 | Time sentFromSrcR: 15.434349 | Time receivedFromSrcR: 15.491677 |End 
Source: /app/node0/item-22016 | Message ID: 16 | Time sentFromSrcR: 16.119643 | Time receivedFromSrcR: 16.133627 |End 
Source: /app/node0/item-22017 | Message ID: 17 | Time sentFromSrcR: 16.119643 | Time receivedFromSrcR: 16.147467 |End 
Source: /app/node4/item-22017 | Message ID: 17 | Time sentFromSrcR: 16.219643 | Time receivedFromSrcR: 16.233627 |End 
Source: /app/node2/item-22017 | Message ID: 17 | Time sentFromSrcR: 16.534349 | Time receivedFromSrcR: 16.591677 |End 
Source: /app/node4/item-22018 | Message ID: 18 | Time sentFromSrcR: 17.319643 | Time receivedFromSrcR: 17.333627 |End 
Source: /app/node3/item-22013 | Message ID: 13 | Time sentFromSrcR: 17.369842 | Time receivedFromSrcR: 17.383969 |End 
Source: /app/node3/item-22016 | Message ID: 16 | Time sentFromSrcR: 17.369842 | Time receivedFromSrcR: 17.425489 |End 
Source: /app/node3/item-22017 | Message ID: 17 | Time sentFromSrcR: 17.369842 | Time receivedFromSrcR: 17.439329 |End 
Source: /app/node2/item-22018 | Message ID: 18 | Time sentFromSrcR: 17.634349 | Time receivedFromSrcR: 17.691677 |End 
Source: /app/node2/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.184349 | Time receivedFromSrcR: 18.241677 |End 
Source: /app/node0/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.269643 | Time receivedFromSrcR: 18.297467 |End 
Source: /app/node4/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.419643 | Time receivedFromSrcR: 18.433627 |End 
Source: /app/node3/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.469842 | Time receivedFromSrcR: 18.525489 |End 
Source: /app/node0/item-22018 | Message ID: 18 | Time sentFromSrcR: 18.819643 | Time receivedFromSrcR: 18.833627 |End 
Source: /app/node2/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.284349 | Time receivedFromSrcR: 19.341677 |End 
Source: /app/node0/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.369643 | Time receivedFromSrcR: 19.383627 |End 
Source: /app/node4/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.519643 | Time receivedFromSrcR: 19.533627 |End 
Source: /app/node0/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.919643 | Time receivedFromSrcR: 19.933627 |End 
Source: /app/node2/item-22021 | Message ID: 21 | Time sentFromSrcR: 20.384343 | Time receivedFromSrcR: 20.441672 |End 
Source: /app/node4/item-22021 | Message ID: 21 | Time sentFromSrcR: 20.619643 | Time receivedFromSrcR: 20.633627 |End 
Source: /app/node3/item-22015 | Message ID: 15 | Time sentFromSrcR: 20.624330 | Time receivedFromSrcR: 20.652297 |End 
Source: /app/node3/item-22018 | Message ID: 18 | Time sentFromSrcR: 20.624330 | Time receivedFromSrcR: 20.666137 |End 
Source: /app/node3/item-22019 | Message ID: 19 | Time sentFromSrcR: 20.624330 | Time receivedFromSrcR: 20.679977 |End 
Source: /app/node3/item-22020 | Message ID: 20 | Time sentFromSrcR: 20.624330 | Time receivedFromSrcR: 20.693817 |End 
Source: /app/node3/item-22021 | Message ID: 21 | Time sentFromSrcR: 20.624330 | Time receivedFromSrcR: 20.707657 |End 
Source: /app/node3/item-22014 | Message ID: 14 | Time sentFromSrcR: 21.169842 | Time receivedFromSrcR: 21.183969 |End 
Source: /app/node3/item-22021 | Message ID: 21 | Time sentFromSrcR: 21.169842 | Time receivedFromSrcR: 21.197809 |End 
