RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Sun Oct 27 23:34:46 2019
elapsed time: 4.3e-08s
Source: /app/node1/item-22030 | Message ID: 30 | Time sentFromSrcR: 36.719842 | Time receivedFromSrcR: 36.733969 |End 
Source: /app/node1/item-22037 | Message ID: 37 | Time sentFromSrcR: 36.719842 | Time receivedFromSrcR: 36.747809 |End 
Source: /app/node0/item-22038 | Message ID: 38 | Time sentFromSrcR: 37.369643 | Time receivedFromSrcR: 37.393584 |End 
Source: /app/node4/item-22038 | Message ID: 38 | Time sentFromSrcR: 37.569643 | Time receivedFromSrcR: 37.583627 |End 
Source: /app/node0/item-22039 | Message ID: 39 | Time sentFromSrcR: 38.469643 | Time receivedFromSrcR: 38.483627 |End 
Source: /app/node1/item-22038 | Message ID: 38 | Time sentFromSrcR: 38.619842 | Time receivedFromSrcR: 38.633969 |End 
Source: /app/node1/item-22039 | Message ID: 39 | Time sentFromSrcR: 38.619842 | Time receivedFromSrcR: 38.647809 |End 
Source: /app/node4/item-22039 | Message ID: 39 | Time sentFromSrcR: 38.669643 | Time receivedFromSrcR: 38.683627 |End 
Source: /app/node1/item-22040 | Message ID: 40 | Time sentFromSrcR: 39.169842 | Time receivedFromSrcR: 39.183969 |End 
Source: /app/node4/item-22040 | Message ID: 40 | Time sentFromSrcR: 39.219643 | Time receivedFromSrcR: 39.233627 |End 
Source: /app/node0/item-22040 | Message ID: 40 | Time sentFromSrcR: 39.569643 | Time receivedFromSrcR: 39.583627 |End 
Source: /app/node4/item-22041 | Message ID: 41 | Time sentFromSrcR: 40.319643 | Time receivedFromSrcR: 40.333627 |End 
Source: /app/node1/item-22042 | Message ID: 42 | Time sentFromSrcR: 41.319842 | Time receivedFromSrcR: 41.347809 |End 
Source: /app/node4/item-22042 | Message ID: 42 | Time sentFromSrcR: 41.419643 | Time receivedFromSrcR: 41.433627 |End 
Source: /app/node0/item-22041 | Message ID: 41 | Time sentFromSrcR: 41.719643 | Time receivedFromSrcR: 41.733627 |End 
Source: /app/node0/item-22042 | Message ID: 42 | Time sentFromSrcR: 41.719643 | Time receivedFromSrcR: 41.747467 |End 
Source: /app/node0/item-22043 | Message ID: 43 | Time sentFromSrcR: 42.269643 | Time receivedFromSrcR: 42.283627 |End 
Source: /app/node4/item-22043 | Message ID: 43 | Time sentFromSrcR: 42.519643 | Time receivedFromSrcR: 42.533627 |End 
Source: /app/node0/item-22044 | Message ID: 44 | Time sentFromSrcR: 43.369643 | Time receivedFromSrcR: 43.383627 |End 
Source: /app/node4/item-22044 | Message ID: 44 | Time sentFromSrcR: 43.619643 | Time receivedFromSrcR: 43.633627 |End 
Source: /app/node1/item-22041 | Message ID: 41 | Time sentFromSrcR: 44.019842 | Time receivedFromSrcR: 44.033969 |End 
Source: /app/node1/item-22043 | Message ID: 43 | Time sentFromSrcR: 44.019842 | Time receivedFromSrcR: 44.047809 |End 
Source: /app/node1/item-22044 | Message ID: 44 | Time sentFromSrcR: 44.019842 | Time receivedFromSrcR: 44.061649 |End 
Source: /app/node4/item-22045 | Message ID: 45 | Time sentFromSrcR: 44.169643 | Time receivedFromSrcR: 44.183627 |End 
Source: /app/node0/item-22045 | Message ID: 45 | Time sentFromSrcR: 44.469643 | Time receivedFromSrcR: 44.483627 |End 
Source: /app/node4/item-22046 | Message ID: 46 | Time sentFromSrcR: 45.269643 | Time receivedFromSrcR: 45.283627 |End 
Source: /app/node0/item-22046 | Message ID: 46 | Time sentFromSrcR: 45.569643 | Time receivedFromSrcR: 45.588218 |End 
Source: /app/node1/item-22044 | Message ID: 44 | Time sentFromSrcR: 45.619842 | Time receivedFromSrcR: 45.633969 |End 
Source: /app/node0/item-22047 | Message ID: 47 | Time sentFromSrcR: 46.119643 | Time receivedFromSrcR: 46.133627 |End 
Source: /app/node4/item-22047 | Message ID: 47 | Time sentFromSrcR: 46.369643 | Time receivedFromSrcR: 46.383627 |End 
Source: /app/node0/item-22048 | Message ID: 48 | Time sentFromSrcR: 47.769643 | Time receivedFromSrcR: 47.783627 |End 
Source: /app/node1/item-22046 | Message ID: 46 | Time sentFromSrcR: 48.069842 | Time receivedFromSrcR: 48.097809 |End 
Source: /app/node1/item-22048 | Message ID: 48 | Time sentFromSrcR: 48.069842 | Time receivedFromSrcR: 48.125489 |End 
Source: /app/node0/item-22049 | Message ID: 49 | Time sentFromSrcR: 48.319643 | Time receivedFromSrcR: 48.333627 |End 
Source: /app/node4/item-22048 | Message ID: 48 | Time sentFromSrcR: 48.519643 | Time receivedFromSrcR: 48.533627 |End 
Source: /app/node4/item-22049 | Message ID: 49 | Time sentFromSrcR: 48.519643 | Time receivedFromSrcR: 48.547467 |End 
Source: /app/node1/item-22045 | Message ID: 45 | Time sentFromSrcR: 48.619842 | Time receivedFromSrcR: 48.633969 |End 
Source: /app/node1/item-22047 | Message ID: 47 | Time sentFromSrcR: 48.619842 | Time receivedFromSrcR: 48.647809 |End 
Source: /app/node1/item-22049 | Message ID: 49 | Time sentFromSrcR: 48.619842 | Time receivedFromSrcR: 48.675489 |End 
Source: /app/node1/item-22048 | Message ID: 48 | Time sentFromSrcR: 49.734642 | Time receivedFromSrcR: 49.762609 |End 
Source: /app/node1/item-22050 | Message ID: 50 | Time sentFromSrcR: 49.734642 | Time receivedFromSrcR: 49.776449 |End 
Source: /app/node4/item-22050 | Message ID: 50 | Time sentFromSrcR: 50.169643 | Time receivedFromSrcR: 50.183627 |End 
Source: /app/node4/item-22051 | Message ID: 51 | Time sentFromSrcR: 50.169643 | Time receivedFromSrcR: 50.197467 |End 
Source: /app/node0/item-22049 | Message ID: 49 | Time sentFromSrcR: 50.769643 | Time receivedFromSrcR: 50.783627 |End 
Source: /app/node0/item-22050 | Message ID: 50 | Time sentFromSrcR: 50.769643 | Time receivedFromSrcR: 50.797467 |End 
Source: /app/node0/item-22051 | Message ID: 51 | Time sentFromSrcR: 50.769643 | Time receivedFromSrcR: 50.811307 |End 
Source: /app/node4/item-22052 | Message ID: 52 | Time sentFromSrcR: 51.269643 | Time receivedFromSrcR: 51.283627 |End 
Source: /app/node0/item-22052 | Message ID: 52 | Time sentFromSrcR: 51.319643 | Time receivedFromSrcR: 51.333627 |End 
Source: /app/node4/item-22067 | Message ID: 67 | Time sentFromSrcR: 67.384443 | Time receivedFromSrcR: 67.398427 |End 
Source: /app/node4/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.384443 | Time receivedFromSrcR: 67.412267 |End 
Source: /app/node0/item-22067 | Message ID: 67 | Time sentFromSrcR: 67.419643 | Time receivedFromSrcR: 67.433627 |End 
Source: /app/node1/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.424330 | Time receivedFromSrcR: 67.438457 |End 
Source: /app/node0/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.419643 | Time receivedFromSrcR: 67.447467 |End 
Source: /app/node0/item-22069 | Message ID: 69 | Time sentFromSrcR: 68.519643 | Time receivedFromSrcR: 68.533627 |End 
Source: /app/node1/item-22069 | Message ID: 69 | Time sentFromSrcR: 69.319842 | Time receivedFromSrcR: 69.333969 |End 
Source: /app/node0/item-22070 | Message ID: 70 | Time sentFromSrcR: 69.619643 | Time receivedFromSrcR: 69.633627 |End 
Source: /app/node1/item-22070 | Message ID: 70 | Time sentFromSrcR: 69.869842 | Time receivedFromSrcR: 69.883969 |End 
Source: /app/node4/item-22069 | Message ID: 69 | Time sentFromSrcR: 70.069643 | Time receivedFromSrcR: 70.083627 |End 
Source: /app/node4/item-22070 | Message ID: 70 | Time sentFromSrcR: 70.069643 | Time receivedFromSrcR: 70.097467 |End 
