RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Tue Oct 22 20:23:12 2019
elapsed time: 4.6e-08s
Source: /app/node0/item-22083 | Message ID: 83 | Time sentFromSrcR: 82.549060 | Time receivedFromSrcR: 82.572218 |End 
Source: /app/node2/item-22083 | Message ID: 83 | Time sentFromSrcR: 82.558346 | Time receivedFromSrcR: 82.572263 |End 
Source: /app/node3/item-22083 | Message ID: 83 | Time sentFromSrcR: 82.553700 | Time receivedFromSrcR: 82.572281 |End 
Source: /app/node2/item-22084 | Message ID: 84 | Time sentFromSrcR: 83.108346 | Time receivedFromSrcR: 83.122263 |End 
Source: /app/node3/item-22084 | Message ID: 84 | Time sentFromSrcR: 83.103700 | Time receivedFromSrcR: 83.122281 |End 
Source: /app/node0/item-22084 | Message ID: 84 | Time sentFromSrcR: 83.649060 | Time receivedFromSrcR: 83.672218 |End 
Source: /app/node0/item-22085 | Message ID: 85 | Time sentFromSrcR: 84.199060 | Time receivedFromSrcR: 84.222218 |End 
Source: /app/node2/item-22085 | Message ID: 85 | Time sentFromSrcR: 84.208346 | Time receivedFromSrcR: 84.222263 |End 
Source: /app/node3/item-22085 | Message ID: 85 | Time sentFromSrcR: 84.203700 | Time receivedFromSrcR: 84.222281 |End 
Source: /app/node0/item-22086 | Message ID: 86 | Time sentFromSrcR: 85.299060 | Time receivedFromSrcR: 85.322218 |End 
Source: /app/node2/item-22086 | Message ID: 86 | Time sentFromSrcR: 85.308346 | Time receivedFromSrcR: 85.322263 |End 
Source: /app/node3/item-22086 | Message ID: 86 | Time sentFromSrcR: 85.303700 | Time receivedFromSrcR: 85.322281 |End 
Source: /app/node0/item-22087 | Message ID: 87 | Time sentFromSrcR: 86.399060 | Time receivedFromSrcR: 86.422218 |End 
Source: /app/node2/item-22087 | Message ID: 87 | Time sentFromSrcR: 86.408346 | Time receivedFromSrcR: 86.422263 |End 
Source: /app/node3/item-22087 | Message ID: 87 | Time sentFromSrcR: 86.403700 | Time receivedFromSrcR: 86.422281 |End 
Source: /app/node0/item-22088 | Message ID: 88 | Time sentFromSrcR: 87.499060 | Time receivedFromSrcR: 87.522218 |End 
Source: /app/node2/item-22088 | Message ID: 88 | Time sentFromSrcR: 87.508346 | Time receivedFromSrcR: 87.522263 |End 
Source: /app/node3/item-22088 | Message ID: 88 | Time sentFromSrcR: 87.503700 | Time receivedFromSrcR: 87.522281 |End 
Source: /app/node0/item-22089 | Message ID: 89 | Time sentFromSrcR: 88.599060 | Time receivedFromSrcR: 88.622218 |End 
Source: /app/node2/item-22089 | Message ID: 89 | Time sentFromSrcR: 88.608346 | Time receivedFromSrcR: 88.622263 |End 
Source: /app/node3/item-22089 | Message ID: 89 | Time sentFromSrcR: 88.603700 | Time receivedFromSrcR: 88.622281 |End 
Source: /app/node0/item-22090 | Message ID: 90 | Time sentFromSrcR: 89.149060 | Time receivedFromSrcR: 89.172218 |End 
Source: /app/node2/item-22090 | Message ID: 90 | Time sentFromSrcR: 89.158346 | Time receivedFromSrcR: 89.172263 |End 
Source: /app/node3/item-22090 | Message ID: 90 | Time sentFromSrcR: 89.153700 | Time receivedFromSrcR: 89.172281 |End 
Source: /app/node0/item-22091 | Message ID: 91 | Time sentFromSrcR: 90.249060 | Time receivedFromSrcR: 90.272218 |End 
Source: /app/node2/item-22091 | Message ID: 91 | Time sentFromSrcR: 90.258346 | Time receivedFromSrcR: 90.272263 |End 
Source: /app/node3/item-22091 | Message ID: 91 | Time sentFromSrcR: 90.253700 | Time receivedFromSrcR: 90.272281 |End 
Source: /app/node0/item-22092 | Message ID: 92 | Time sentFromSrcR: 91.349060 | Time receivedFromSrcR: 91.372218 |End 
Source: /app/node2/item-22092 | Message ID: 92 | Time sentFromSrcR: 91.358346 | Time receivedFromSrcR: 91.372263 |End 
Source: /app/node3/item-22092 | Message ID: 92 | Time sentFromSrcR: 91.353700 | Time receivedFromSrcR: 91.372281 |End 
Source: /app/node0/item-22093 | Message ID: 93 | Time sentFromSrcR: 92.449060 | Time receivedFromSrcR: 92.472218 |End 
Source: /app/node2/item-22093 | Message ID: 93 | Time sentFromSrcR: 92.458346 | Time receivedFromSrcR: 92.472263 |End 
Source: /app/node3/item-22093 | Message ID: 93 | Time sentFromSrcR: 92.453700 | Time receivedFromSrcR: 92.472281 |End 
Source: /app/node0/item-22094 | Message ID: 94 | Time sentFromSrcR: 93.549060 | Time receivedFromSrcR: 93.572218 |End 
Source: /app/node2/item-22094 | Message ID: 94 | Time sentFromSrcR: 93.558346 | Time receivedFromSrcR: 93.572263 |End 
Source: /app/node3/item-22094 | Message ID: 94 | Time sentFromSrcR: 93.553700 | Time receivedFromSrcR: 93.572281 |End 
Source: /app/node2/item-22095 | Message ID: 95 | Time sentFromSrcR: 94.108346 | Time receivedFromSrcR: 94.122263 |End 
