RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Tue Oct 22 20:23:12 2019
elapsed time: 4.2e-08s
Source: /app/node1/item-22007 | Message ID: 7 | Time sentFromSrcR: 6.649060 | Time receivedFromSrcR: 6.672218 |End 
Source: /app/node1/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.199060 | Time receivedFromSrcR: 7.222218 |End 
Source: /app/node2/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.203700 | Time receivedFromSrcR: 7.222218 |End 
Source: /app/node3/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.208346 | Time receivedFromSrcR: 7.222300 |End 
Source: /app/node1/item-22009 | Message ID: 9 | Time sentFromSrcR: 8.299060 | Time receivedFromSrcR: 8.322218 |End 
Source: /app/node2/item-22009 | Message ID: 9 | Time sentFromSrcR: 8.303700 | Time receivedFromSrcR: 8.322218 |End 
Source: /app/node3/item-22009 | Message ID: 9 | Time sentFromSrcR: 8.308346 | Time receivedFromSrcR: 8.322300 |End 
Source: /app/node1/item-22010 | Message ID: 10 | Time sentFromSrcR: 9.399060 | Time receivedFromSrcR: 9.422218 |End 
Source: /app/node2/item-22010 | Message ID: 10 | Time sentFromSrcR: 9.403700 | Time receivedFromSrcR: 9.422218 |End 
Source: /app/node3/item-22010 | Message ID: 10 | Time sentFromSrcR: 9.408346 | Time receivedFromSrcR: 9.422300 |End 
Source: /app/node1/item-22011 | Message ID: 11 | Time sentFromSrcR: 10.499060 | Time receivedFromSrcR: 10.522218 |End 
Source: /app/node2/item-22011 | Message ID: 11 | Time sentFromSrcR: 10.503700 | Time receivedFromSrcR: 10.522218 |End 
Source: /app/node3/item-22011 | Message ID: 11 | Time sentFromSrcR: 10.508346 | Time receivedFromSrcR: 10.522300 |End 
Source: /app/node1/item-22012 | Message ID: 12 | Time sentFromSrcR: 11.599060 | Time receivedFromSrcR: 11.622218 |End 
Source: /app/node2/item-22012 | Message ID: 12 | Time sentFromSrcR: 11.603700 | Time receivedFromSrcR: 11.622218 |End 
Source: /app/node3/item-22012 | Message ID: 12 | Time sentFromSrcR: 11.608346 | Time receivedFromSrcR: 11.622300 |End 
Source: /app/node1/item-22013 | Message ID: 13 | Time sentFromSrcR: 12.149060 | Time receivedFromSrcR: 12.172218 |End 
Source: /app/node2/item-22013 | Message ID: 13 | Time sentFromSrcR: 12.153700 | Time receivedFromSrcR: 12.172218 |End 
Source: /app/node3/item-22013 | Message ID: 13 | Time sentFromSrcR: 12.158346 | Time receivedFromSrcR: 12.172300 |End 
Source: /app/node1/item-22014 | Message ID: 14 | Time sentFromSrcR: 13.249060 | Time receivedFromSrcR: 13.272218 |End 
Source: /app/node2/item-22014 | Message ID: 14 | Time sentFromSrcR: 13.253700 | Time receivedFromSrcR: 13.272218 |End 
Source: /app/node3/item-22014 | Message ID: 14 | Time sentFromSrcR: 13.258346 | Time receivedFromSrcR: 13.272300 |End 
Source: /app/node1/item-22015 | Message ID: 15 | Time sentFromSrcR: 14.349060 | Time receivedFromSrcR: 14.372218 |End 
Source: /app/node2/item-22015 | Message ID: 15 | Time sentFromSrcR: 14.353700 | Time receivedFromSrcR: 14.372218 |End 
Source: /app/node3/item-22015 | Message ID: 15 | Time sentFromSrcR: 14.358346 | Time receivedFromSrcR: 14.372300 |End 
Source: /app/node1/item-22016 | Message ID: 16 | Time sentFromSrcR: 15.449060 | Time receivedFromSrcR: 15.472218 |End 
Source: /app/node2/item-22016 | Message ID: 16 | Time sentFromSrcR: 15.453700 | Time receivedFromSrcR: 15.472218 |End 
Source: /app/node3/item-22016 | Message ID: 16 | Time sentFromSrcR: 15.458346 | Time receivedFromSrcR: 15.472300 |End 
Source: /app/node1/item-22017 | Message ID: 17 | Time sentFromSrcR: 16.549060 | Time receivedFromSrcR: 16.572218 |End 
Source: /app/node2/item-22017 | Message ID: 17 | Time sentFromSrcR: 16.553700 | Time receivedFromSrcR: 16.572218 |End 
Source: /app/node3/item-22017 | Message ID: 17 | Time sentFromSrcR: 16.558346 | Time receivedFromSrcR: 16.572300 |End 
Source: /app/node2/item-22018 | Message ID: 18 | Time sentFromSrcR: 17.103700 | Time receivedFromSrcR: 17.122218 |End 
Source: /app/node3/item-22018 | Message ID: 18 | Time sentFromSrcR: 17.108346 | Time receivedFromSrcR: 17.122300 |End 
Source: /app/node1/item-22018 | Message ID: 18 | Time sentFromSrcR: 17.649060 | Time receivedFromSrcR: 17.672218 |End 
Source: /app/node1/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.199060 | Time receivedFromSrcR: 18.222218 |End 
Source: /app/node2/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.203700 | Time receivedFromSrcR: 18.222218 |End 
Source: /app/node3/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.208346 | Time receivedFromSrcR: 18.222300 |End 
Source: /app/node1/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.299060 | Time receivedFromSrcR: 19.322218 |End 
Source: /app/node2/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.303700 | Time receivedFromSrcR: 19.322218 |End 
Source: /app/node3/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.308346 | Time receivedFromSrcR: 19.322300 |End 
Source: /app/node1/item-22021 | Message ID: 21 | Time sentFromSrcR: 20.399060 | Time receivedFromSrcR: 20.422218 |End 
Source: /app/node2/item-22021 | Message ID: 21 | Time sentFromSrcR: 20.403700 | Time receivedFromSrcR: 20.422218 |End 
