RESULTS Received DataMsg 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Tue Oct 22 22:55:03 2019
elapsed time: 5.6e-08s
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22072 | Message ID: 72 | Time Received Here: 83.197817 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22069 | Message ID: 69 | Time Received Here: 83.211657 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22074 | Message ID: 74 | Time Received Here: 83.225497 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22074 | Message ID: 74 | Time Received Here: 83.239337 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22078 | Message ID: 78 | Time Received Here: 83.267017 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22059 | Message ID: 59 | Time Received Here: 83.280857 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22079 | Message ID: 79 | Time Received Here: 83.308537 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22083 | Message ID: 83 | Time Received Here: 83.322377 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22071 | Message ID: 71 | Time Received Here: 83.336217 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22081 | Message ID: 81 | Time Received Here: 83.350057 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22071 | Message ID: 71 | Time Received Here: 83.391577 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22081 | Message ID: 81 | Time Received Here: 83.405417 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22078 | Message ID: 78 | Time Received Here: 83.433097 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22084 | Message ID: 84 | Time Received Here: 83.446937 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22073 | Message ID: 73 | Time Received Here: 87.233977 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22069 | Message ID: 69 | Time Received Here: 87.247817 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22074 | Message ID: 74 | Time Received Here: 87.261657 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22076 | Message ID: 76 | Time Received Here: 87.275497 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22078 | Message ID: 78 | Time Received Here: 87.289337 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22059 | Message ID: 59 | Time Received Here: 87.303177 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22082 | Message ID: 82 | Time Received Here: 87.344697 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22083 | Message ID: 83 | Time Received Here: 87.372377 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22074 | Message ID: 74 | Time Received Here: 87.413897 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22076 | Message ID: 76 | Time Received Here: 87.427737 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22081 | Message ID: 81 | Time Received Here: 87.455417 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22082 | Message ID: 82 | Time Received Here: 87.469257 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22083 | Message ID: 83 | Time Received Here: 87.483097 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22083 | Message ID: 83 | Time Received Here: 87.524617 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22081 | Message ID: 81 | Time Received Here: 87.538457 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22084 | Message ID: 84 | Time Received Here: 87.566137 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22080 | Message ID: 80 | Time Received Here: 87.607657 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22071 | Message ID: 71 | Time Received Here: 87.621497 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22084 | Message ID: 84 | Time Received Here: 87.635337 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22084 | Message ID: 84 | Time Received Here: 87.649177 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22084 | Message ID: 84 | Time Received Here: 87.676857 | End 
Source: Wf:00:00:00:00:00 | From: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22085 | Message ID: 85 | Time Received Here: 87.690697 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22084 | Message ID: 84 | Time Received Here: 87.704537 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22085 | Message ID: 85 | Time Received Here: 87.718377 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22086 | Message ID: 86 | Time Received Here: 87.732217 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22087 | Message ID: 87 | Time Received Here: 87.746057 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22086 | Message ID: 86 | Time Received Here: 87.759897 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22088 | Message ID: 88 | Time Received Here: 87.787577 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22059 | Message ID: 59 | Time Received Here: 89.947817 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22077 | Message ID: 77 | Time Received Here: 89.961657 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22082 | Message ID: 82 | Time Received Here: 89.989337 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22083 | Message ID: 83 | Time Received Here: 90.003177 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22073 | Message ID: 73 | Time Received Here: 90.030857 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22074 | Message ID: 74 | Time Received Here: 90.044697 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22076 | Message ID: 76 | Time Received Here: 90.058537 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22079 | Message ID: 79 | Time Received Here: 90.072377 | End 
Source: Wf:00:00:00:00:01 | From: Wf:00:00:00:00:02 | Message ID: /app/node1/item-22081 | Message ID: 81 | Time Received Here: 90.086217 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22074 | Message ID: 74 | Time Received Here: 90.127737 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22081 | Message ID: 81 | Time Received Here: 90.141577 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22078 | Message ID: 78 | Time Received Here: 90.155417 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22079 | Message ID: 79 | Time Received Here: 90.169257 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22077 | Message ID: 77 | Time Received Here: 90.183097 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22085 | Message ID: 85 | Time Received Here: 90.196937 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22084 | Message ID: 84 | Time Received Here: 90.210777 | End 
Source: Wf:00:00:00:00:04 | From: Wf:00:00:00:00:02 | Message ID: /app/node4/item-22085 | Message ID: 85 | Time Received Here: 90.224617 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22086 | Message ID: 86 | Time Received Here: 90.238457 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22087 | Message ID: 87 | Time Received Here: 90.252297 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22080 | Message ID: 80 | Time Received Here: 90.279977 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22082 | Message ID: 82 | Time Received Here: 90.293817 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22083 | Message ID: 83 | Time Received Here: 90.307657 | End 
Source: Wf:00:00:00:00:03 | From: Wf:00:00:00:00:02 | Message ID: /app/node3/item-22086 | Message ID: 86 | Time Received Here: 90.321497 | End 
Source: Wf:00:00:00:00:02 | From: Wf:00:00:00:00:02 | Message ID: /app/node2/item-22089 | Message ID: 89 | Time Received Here: 90.335337 | End 
