RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Tue Oct 22 20:57:22 2019
elapsed time: 6.7e-08s
Source: Wf:00:00:00:00:04 | Message ID: 1 | Time SentFromSrc: 6.719847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 2 | Time SentFromSrc: 6.719847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 3 | Time SentFromSrc: 6.719847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 4 | Time SentFromSrc: 6.719847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 5 | Time SentFromSrc: 6.719847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 6 | Time SentFromSrc: 6.719847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 7 | Time SentFromSrc: 6.719847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 1 | Time SentFromSrc: 7.269847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 6 | Time SentFromSrc: 7.269847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 7 | Time SentFromSrc: 7.269847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 8 | Time SentFromSrc: 7.269847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 1 | Time SentFromSrc: 9.169847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 6 | Time SentFromSrc: 9.169847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 7 | Time SentFromSrc: 9.169847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 8 | Time SentFromSrc: 9.169847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 9 | Time SentFromSrc: 9.169847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 10 | Time SentFromSrc: 9.169847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 1 | Time SentFromSrc: 11.319847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 7 | Time SentFromSrc: 11.319847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 8 | Time SentFromSrc: 11.319847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 11 | Time SentFromSrc: 11.319847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 12 | Time SentFromSrc: 11.319847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 7 | Time SentFromSrc: 17.669847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 13 | Time SentFromSrc: 17.669847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 14 | Time SentFromSrc: 17.669847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 15 | Time SentFromSrc: 17.669847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 16 | Time SentFromSrc: 17.669847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 17 | Time SentFromSrc: 17.669847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 18 | Time SentFromSrc: 17.669847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 16 | Time SentFromSrc: 19.269847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 18 | Time SentFromSrc: 19.269847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 19 | Time SentFromSrc: 19.269847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 20 | Time SentFromSrc: 19.269847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 19 | Time SentFromSrc: 19.819847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 19 | Time SentFromSrc: 23.569847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 21 | Time SentFromSrc: 23.569847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 22 | Time SentFromSrc: 23.569847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 23 | Time SentFromSrc: 23.569847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 24 | Time SentFromSrc: 23.569847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 19 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 22 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 23 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 24 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 25 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 26 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 27 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 28 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 29 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 30 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 31 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 32 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 33 | Time SentFromSrc: 32.369847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 19 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 22 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 24 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 26 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 27 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 28 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 31 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 32 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 33 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 34 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 35 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 36 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 37 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 38 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 39 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 40 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 41 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 42 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 43 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 44 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 45 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 46 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 47 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 48 | Time SentFromSrc: 47.969847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 19 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 22 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 24 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 28 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 31 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 32 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 33 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 34 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 37 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 39 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 40 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 41 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 42 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 43 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 44 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 45 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 46 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 48 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 49 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 50 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 51 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 52 | Time SentFromSrc: 51.469847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 22 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 31 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 33 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 34 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 37 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 39 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 40 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 42 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 43 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 45 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 46 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 48 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 49 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 51 | Time SentFromSrc: 53.619847 |End 
Source: Wf:00:00:00:00:04 | Message ID: 53 | Time SentFromSrc: 53.619847 |End 
